k=8 : a=4, b=60, c=56, length = 240, b == a+c - True, <lcm - True
k=8 : a=1748, b=180, c=112, length = 4080, b == a+c - False, <lcm - False
k=8 : a=1764, b=180, c=96, length = 4080, b == a+c - False, <lcm - False
k=8 : a=1776, b=180, c=84, length = 4080, b == a+c - False, <lcm - False
k=8 : a=1792, b=180, c=68, length = 4080, b == a+c - False, <lcm - False
k=8 : a=1804, b=180, c=56, length = 4080, b == a+c - False, <lcm - False
k=8 : a=1820, b=180, c=40, length = 4080, b == a+c - False, <lcm - False
k=8 : a=1832, b=180, c=28, length = 4080, b == a+c - False, <lcm - False
k=8 : a=1848, b=180, c=12, length = 4080, b == a+c - False, <lcm - False
k=8 : a=181, b=181, c=1680, length = 4084, b == a+c - False, <lcm - False
k=8 : a=181, b=1021, c=840, length = 4084, b == a+c - True, <lcm - False
k=8 : a=301, b=181, c=1560, length = 4084, b == a+c - False, <lcm - False
k=8 : a=301, b=1021, c=720, length = 4084, b == a+c - True, <lcm - False
k=8 : a=601, b=601, c=840, length = 4084, b == a+c - False, <lcm - False
k=8 : a=720, b=181, c=1141, length = 4084, b == a+c - False, <lcm - False
k=8 : a=720, b=601, c=721, length = 4084, b == a+c - False, <lcm - True
k=8 : a=720, b=1021, c=301, length = 4084, b == a+c - True, <lcm - False
k=8 : a=721, b=601, c=720, length = 4084, b == a+c - False, <lcm - True
k=8 : a=840, b=181, c=1021, length = 4084, b == a+c - False, <lcm - False
k=8 : a=840, b=601, c=601, length = 4084, b == a+c - False, <lcm - False
k=8 : a=840, b=1021, c=181, length = 4084, b == a+c - True, <lcm - False
k=8 : a=1021, b=181, c=840, length = 4084, b == a+c - False, <lcm - False
k=8 : a=1141, b=181, c=720, length = 4084, b == a+c - False, <lcm - False
k=8 : a=1560, b=181, c=301, length = 4084, b == a+c - False, <lcm - False
k=8 : a=1680, b=181, c=181, length = 4084, b == a+c - False, <lcm - False
k=8 : a=2, b=602, c=1440, length = 4088, b == a+c - False, <lcm - False
k=8 : a=2, b=1442, c=600, length = 4088, b == a+c - False, <lcm - False
k=8 : a=62, b=182, c=1800, length = 4088, b == a+c - False, <lcm - False
k=8 : a=62, b=1022, c=960, length = 4088, b == a+c - True, <lcm - False
k=8 : a=62, b=1862, c=120, length = 4088, b == a+c - False, <lcm - False
k=8 : a=120, b=182, c=1742, length = 4088, b == a+c - False, <lcm - False
k=8 : a=120, b=602, c=1322, length = 4088, b == a+c - False, <lcm - False
k=8 : a=120, b=1022, c=902, length = 4088, b == a+c - True, <lcm - False
k=8 : a=120, b=1442, c=482, length = 4088, b == a+c - False, <lcm - False
k=8 : a=120, b=1862, c=62, length = 4088, b == a+c - False, <lcm - False
k=8 : a=122, b=602, c=1320, length = 4088, b == a+c - False, <lcm - False
k=8 : a=122, b=1442, c=480, length = 4088, b == a+c - False, <lcm - False
k=8 : a=182, b=182, c=1680, length = 4088, b == a+c - False, <lcm - False
k=8 : a=182, b=1022, c=840, length = 4088, b == a+c - True, <lcm - False
k=8 : a=240, b=182, c=1622, length = 4088, b == a+c - False, <lcm - False
k=8 : a=240, b=602, c=1202, length = 4088, b == a+c - False, <lcm - False
k=8 : a=240, b=1022, c=782, length = 4088, b == a+c - True, <lcm - False
k=8 : a=240, b=1442, c=362, length = 4088, b == a+c - False, <lcm - False
k=8 : a=242, b=602, c=1200, length = 4088, b == a+c - False, <lcm - False
k=8 : a=242, b=1442, c=360, length = 4088, b == a+c - False, <lcm - False
k=8 : a=302, b=182, c=1560, length = 4088, b == a+c - False, <lcm - False
k=8 : a=302, b=1022, c=720, length = 4088, b == a+c - True, <lcm - False
k=8 : a=360, b=182, c=1502, length = 4088, b == a+c - False, <lcm - False
k=8 : a=360, b=602, c=1082, length = 4088, b == a+c - False, <lcm - False
k=8 : a=360, b=1022, c=662, length = 4088, b == a+c - True, <lcm - False
k=8 : a=360, b=1442, c=242, length = 4088, b == a+c - False, <lcm - False
k=8 : a=362, b=602, c=1080, length = 4088, b == a+c - False, <lcm - False
k=8 : a=362, b=1442, c=240, length = 4088, b == a+c - False, <lcm - False
k=8 : a=422, b=182, c=1440, length = 4088, b == a+c - False, <lcm - False
k=8 : a=422, b=1022, c=600, length = 4088, b == a+c - True, <lcm - False
k=8 : a=480, b=182, c=1382, length = 4088, b == a+c - False, <lcm - False
k=8 : a=480, b=602, c=962, length = 4088, b == a+c - False, <lcm - False
k=8 : a=480, b=1022, c=542, length = 4088, b == a+c - True, <lcm - False
k=8 : a=480, b=1442, c=122, length = 4088, b == a+c - False, <lcm - False
k=8 : a=482, b=602, c=960, length = 4088, b == a+c - False, <lcm - False
k=8 : a=482, b=1442, c=120, length = 4088, b == a+c - False, <lcm - False
k=8 : a=542, b=182, c=1320, length = 4088, b == a+c - False, <lcm - False
k=8 : a=542, b=1022, c=480, length = 4088, b == a+c - True, <lcm - False
k=8 : a=600, b=182, c=1262, length = 4088, b == a+c - False, <lcm - False
k=8 : a=600, b=602, c=842, length = 4088, b == a+c - False, <lcm - False
k=8 : a=600, b=1022, c=422, length = 4088, b == a+c - True, <lcm - False
k=8 : a=600, b=1442, c=2, length = 4088, b == a+c - False, <lcm - False
k=8 : a=602, b=602, c=840, length = 4088, b == a+c - False, <lcm - False
k=8 : a=662, b=182, c=1200, length = 4088, b == a+c - False, <lcm - False
k=8 : a=662, b=1022, c=360, length = 4088, b == a+c - True, <lcm - False
k=8 : a=720, b=182, c=1142, length = 4088, b == a+c - False, <lcm - False
k=8 : a=720, b=602, c=722, length = 4088, b == a+c - False, <lcm - True
k=8 : a=720, b=1022, c=302, length = 4088, b == a+c - True, <lcm - False
k=8 : a=722, b=602, c=720, length = 4088, b == a+c - False, <lcm - True
k=8 : a=782, b=182, c=1080, length = 4088, b == a+c - False, <lcm - False
k=8 : a=782, b=1022, c=240, length = 4088, b == a+c - True, <lcm - False
k=8 : a=840, b=182, c=1022, length = 4088, b == a+c - False, <lcm - False
k=8 : a=840, b=602, c=602, length = 4088, b == a+c - False, <lcm - False
k=8 : a=840, b=1022, c=182, length = 4088, b == a+c - True, <lcm - False
k=8 : a=842, b=602, c=600, length = 4088, b == a+c - False, <lcm - False
k=8 : a=902, b=182, c=960, length = 4088, b == a+c - False, <lcm - False
k=8 : a=902, b=1022, c=120, length = 4088, b == a+c - True, <lcm - False
k=8 : a=960, b=182, c=902, length = 4088, b == a+c - False, <lcm - False
k=8 : a=960, b=602, c=482, length = 4088, b == a+c - False, <lcm - False
k=8 : a=960, b=1022, c=62, length = 4088, b == a+c - True, <lcm - False
k=8 : a=962, b=602, c=480, length = 4088, b == a+c - False, <lcm - False
k=8 : a=1022, b=182, c=840, length = 4088, b == a+c - False, <lcm - False
k=8 : a=1080, b=182, c=782, length = 4088, b == a+c - False, <lcm - False
k=8 : a=1080, b=602, c=362, length = 4088, b == a+c - False, <lcm - False
k=8 : a=1082, b=602, c=360, length = 4088, b == a+c - False, <lcm - False
k=8 : a=1142, b=182, c=720, length = 4088, b == a+c - False, <lcm - False
k=8 : a=1200, b=182, c=662, length = 4088, b == a+c - False, <lcm - False
k=8 : a=1200, b=602, c=242, length = 4088, b == a+c - False, <lcm - False
k=8 : a=1202, b=602, c=240, length = 4088, b == a+c - False, <lcm - False
k=8 : a=1262, b=182, c=600, length = 4088, b == a+c - False, <lcm - False
k=8 : a=1320, b=182, c=542, length = 4088, b == a+c - False, <lcm - False
k=8 : a=1320, b=602, c=122, length = 4088, b == a+c - False, <lcm - False
k=8 : a=1322, b=602, c=120, length = 4088, b == a+c - False, <lcm - False
k=8 : a=1382, b=182, c=480, length = 4088, b == a+c - False, <lcm - False
k=8 : a=1440, b=182, c=422, length = 4088, b == a+c - False, <lcm - False
k=8 : a=1440, b=602, c=2, length = 4088, b == a+c - False, <lcm - False
k=8 : a=1502, b=182, c=360, length = 4088, b == a+c - False, <lcm - False
k=8 : a=1560, b=182, c=302, length = 4088, b == a+c - False, <lcm - False
k=8 : a=1622, b=182, c=240, length = 4088, b == a+c - False, <lcm - False
k=8 : a=1680, b=182, c=182, length = 4088, b == a+c - False, <lcm - False
k=8 : a=1742, b=182, c=120, length = 4088, b == a+c - False, <lcm - False
k=8 : a=1800, b=182, c=62, length = 4088, b == a+c - False, <lcm - False
k=8 : a=63, b=183, c=1800, length = 4092, b == a+c - False, <lcm - False
k=8 : a=63, b=1023, c=960, length = 4092, b == a+c - True, <lcm - False
k=8 : a=63, b=1863, c=120, length = 4092, b == a+c - False, <lcm - False
k=8 : a=120, b=183, c=1743, length = 4092, b == a+c - False, <lcm - False
k=8 : a=120, b=603, c=1323, length = 4092, b == a+c - False, <lcm - False
k=8 : a=120, b=1023, c=903, length = 4092, b == a+c - True, <lcm - False
k=8 : a=120, b=1443, c=483, length = 4092, b == a+c - False, <lcm - False
k=8 : a=120, b=1863, c=63, length = 4092, b == a+c - False, <lcm - False
k=8 : a=183, b=183, c=1680, length = 4092, b == a+c - False, <lcm - False
k=8 : a=183, b=1023, c=840, length = 4092, b == a+c - True, <lcm - False
k=8 : a=483, b=603, c=960, length = 4092, b == a+c - False, <lcm - False
k=8 : a=483, b=1443, c=120, length = 4092, b == a+c - False, <lcm - False
k=8 : a=603, b=603, c=840, length = 4092, b == a+c - False, <lcm - False
k=8 : a=840, b=183, c=1023, length = 4092, b == a+c - False, <lcm - False
k=8 : a=840, b=603, c=603, length = 4092, b == a+c - False, <lcm - False
k=8 : a=840, b=1023, c=183, length = 4092, b == a+c - True, <lcm - False
k=8 : a=903, b=183, c=960, length = 4092, b == a+c - False, <lcm - False
k=8 : a=903, b=1023, c=120, length = 4092, b == a+c - True, <lcm - False
k=8 : a=960, b=183, c=903, length = 4092, b == a+c - False, <lcm - False
k=8 : a=960, b=603, c=483, length = 4092, b == a+c - False, <lcm - False
k=8 : a=960, b=1023, c=63, length = 4092, b == a+c - True, <lcm - False
k=8 : a=1023, b=183, c=840, length = 4092, b == a+c - False, <lcm - False
k=8 : a=1323, b=603, c=120, length = 4092, b == a+c - False, <lcm - False
k=8 : a=1680, b=183, c=183, length = 4092, b == a+c - False, <lcm - False
k=8 : a=1743, b=183, c=120, length = 4092, b == a+c - False, <lcm - False
k=8 : a=1800, b=183, c=63, length = 4092, b == a+c - False, <lcm - False
k=8 : a=184, b=184, c=1680, length = 4096, b == a+c - False, <lcm - False
k=8 : a=184, b=604, c=1260, length = 4096, b == a+c - False, <lcm - False
k=8 : a=184, b=1024, c=840, length = 4096, b == a+c - True, <lcm - False
k=8 : a=184, b=1444, c=420, length = 4096, b == a+c - False, <lcm - False
k=8 : a=240, b=184, c=1624, length = 4096, b == a+c - False, <lcm - False
k=8 : a=240, b=604, c=1204, length = 4096, b == a+c - False, <lcm - False
k=8 : a=240, b=1024, c=784, length = 4096, b == a+c - True, <lcm - False
k=8 : a=240, b=1444, c=364, length = 4096, b == a+c - False, <lcm - False
k=8 : a=364, b=184, c=1500, length = 4096, b == a+c - False, <lcm - False
k=8 : a=364, b=604, c=1080, length = 4096, b == a+c - False, <lcm - False
k=8 : a=364, b=1024, c=660, length = 4096, b == a+c - True, <lcm - False
k=8 : a=364, b=1444, c=240, length = 4096, b == a+c - False, <lcm - False
k=8 : a=420, b=184, c=1444, length = 4096, b == a+c - False, <lcm - False
k=8 : a=420, b=604, c=1024, length = 4096, b == a+c - False, <lcm - False
k=8 : a=420, b=1024, c=604, length = 4096, b == a+c - True, <lcm - False
k=8 : a=420, b=1444, c=184, length = 4096, b == a+c - False, <lcm - False
k=8 : a=604, b=184, c=1260, length = 4096, b == a+c - False, <lcm - False
k=8 : a=604, b=604, c=840, length = 4096, b == a+c - False, <lcm - False
k=8 : a=604, b=1024, c=420, length = 4096, b == a+c - True, <lcm - False
k=8 : a=660, b=184, c=1204, length = 4096, b == a+c - False, <lcm - False
k=8 : a=660, b=604, c=784, length = 4096, b == a+c - False, <lcm - True
k=8 : a=660, b=1024, c=364, length = 4096, b == a+c - True, <lcm - False
k=8 : a=784, b=184, c=1080, length = 4096, b == a+c - False, <lcm - False
k=8 : a=784, b=604, c=660, length = 4096, b == a+c - False, <lcm - True
k=8 : a=784, b=1024, c=240, length = 4096, b == a+c - True, <lcm - False
k=8 : a=840, b=184, c=1024, length = 4096, b == a+c - False, <lcm - False
k=8 : a=840, b=604, c=604, length = 4096, b == a+c - False, <lcm - False
k=8 : a=840, b=1024, c=184, length = 4096, b == a+c - True, <lcm - False
k=8 : a=1024, b=184, c=840, length = 4096, b == a+c - False, <lcm - False
k=8 : a=1024, b=604, c=420, length = 4096, b == a+c - False, <lcm - False
k=8 : a=1080, b=184, c=784, length = 4096, b == a+c - False, <lcm - False
k=8 : a=1080, b=604, c=364, length = 4096, b == a+c - False, <lcm - False
k=8 : a=1204, b=184, c=660, length = 4096, b == a+c - False, <lcm - False
k=8 : a=1204, b=604, c=240, length = 4096, b == a+c - False, <lcm - False
k=8 : a=1260, b=184, c=604, length = 4096, b == a+c - False, <lcm - False
k=8 : a=1260, b=604, c=184, length = 4096, b == a+c - False, <lcm - False
k=8 : a=1444, b=184, c=420, length = 4096, b == a+c - False, <lcm - False
k=8 : a=1500, b=184, c=364, length = 4096, b == a+c - False, <lcm - False
k=8 : a=1624, b=184, c=240, length = 4096, b == a+c - False, <lcm - False
k=8 : a=1680, b=184, c=184, length = 4096, b == a+c - False, <lcm - False
k=8 : a=185, b=185, c=1680, length = 4100, b == a+c - False, <lcm - False
k=8 : a=185, b=1025, c=840, length = 4100, b == a+c - True, <lcm - False
k=8 : a=245, b=605, c=1200, length = 4100, b == a+c - False, <lcm - False
k=8 : a=245, b=1445, c=360, length = 4100, b == a+c - False, <lcm - False
k=8 : a=360, b=185, c=1505, length = 4100, b == a+c - False, <lcm - False
k=8 : a=360, b=605, c=1085, length = 4100, b == a+c - False, <lcm - False
k=8 : a=360, b=1025, c=665, length = 4100, b == a+c - True, <lcm - False
k=8 : a=360, b=1445, c=245, length = 4100, b == a+c - False, <lcm - False
k=8 : a=605, b=605, c=840, length = 4100, b == a+c - False, <lcm - False
k=8 : a=665, b=185, c=1200, length = 4100, b == a+c - False, <lcm - False
k=8 : a=665, b=1025, c=360, length = 4100, b == a+c - True, <lcm - False
k=8 : a=840, b=185, c=1025, length = 4100, b == a+c - False, <lcm - False
k=8 : a=840, b=605, c=605, length = 4100, b == a+c - False, <lcm - False
k=8 : a=840, b=1025, c=185, length = 4100, b == a+c - True, <lcm - False
k=8 : a=1025, b=185, c=840, length = 4100, b == a+c - False, <lcm - False
k=8 : a=1085, b=605, c=360, length = 4100, b == a+c - False, <lcm - False
k=8 : a=1200, b=185, c=665, length = 4100, b == a+c - False, <lcm - False
k=8 : a=1200, b=605, c=245, length = 4100, b == a+c - False, <lcm - False
k=8 : a=1505, b=185, c=360, length = 4100, b == a+c - False, <lcm - False
k=8 : a=1680, b=185, c=185, length = 4100, b == a+c - False, <lcm - False
k=8 : a=126, b=606, c=1320, length = 4104, b == a+c - False, <lcm - False
k=8 : a=126, b=1446, c=480, length = 4104, b == a+c - False, <lcm - False
k=8 : a=186, b=186, c=1680, length = 4104, b == a+c - False, <lcm - False
k=8 : a=186, b=1026, c=840, length = 4104, b == a+c - True, <lcm - False
k=8 : a=210, b=186, c=1656, length = 4104, b == a+c - False, <lcm - False
k=8 : a=210, b=1026, c=816, length = 4104, b == a+c - True, <lcm - False
k=8 : a=270, b=606, c=1176, length = 4104, b == a+c - False, <lcm - False
k=8 : a=270, b=1446, c=336, length = 4104, b == a+c - False, <lcm - False
k=8 : a=336, b=186, c=1530, length = 4104, b == a+c - False, <lcm - False
k=8 : a=336, b=606, c=1110, length = 4104, b == a+c - False, <lcm - False
k=8 : a=336, b=1026, c=690, length = 4104, b == a+c - True, <lcm - False
k=8 : a=336, b=1446, c=270, length = 4104, b == a+c - False, <lcm - False
k=8 : a=480, b=186, c=1386, length = 4104, b == a+c - False, <lcm - False
k=8 : a=480, b=606, c=966, length = 4104, b == a+c - False, <lcm - False
k=8 : a=480, b=1026, c=546, length = 4104, b == a+c - True, <lcm - False
k=8 : a=480, b=1446, c=126, length = 4104, b == a+c - False, <lcm - False
k=8 : a=546, b=186, c=1320, length = 4104, b == a+c - False, <lcm - False
k=8 : a=546, b=1026, c=480, length = 4104, b == a+c - True, <lcm - False
k=8 : a=606, b=606, c=840, length = 4104, b == a+c - False, <lcm - False
k=8 : a=630, b=606, c=816, length = 4104, b == a+c - False, <lcm - True
k=8 : a=690, b=186, c=1176, length = 4104, b == a+c - False, <lcm - False
k=8 : a=690, b=1026, c=336, length = 4104, b == a+c - True, <lcm - False
k=8 : a=816, b=186, c=1050, length = 4104, b == a+c - False, <lcm - False
k=8 : a=816, b=606, c=630, length = 4104, b == a+c - False, <lcm - True
k=8 : a=816, b=1026, c=210, length = 4104, b == a+c - True, <lcm - False
k=8 : a=840, b=186, c=1026, length = 4104, b == a+c - False, <lcm - False
k=8 : a=840, b=606, c=606, length = 4104, b == a+c - False, <lcm - False
k=8 : a=840, b=1026, c=186, length = 4104, b == a+c - True, <lcm - False
k=8 : a=966, b=606, c=480, length = 4104, b == a+c - False, <lcm - False
k=8 : a=1026, b=186, c=840, length = 4104, b == a+c - False, <lcm - False
k=8 : a=1050, b=186, c=816, length = 4104, b == a+c - False, <lcm - False
k=8 : a=1110, b=606, c=336, length = 4104, b == a+c - False, <lcm - False
k=8 : a=1176, b=186, c=690, length = 4104, b == a+c - False, <lcm - False
k=8 : a=1176, b=606, c=270, length = 4104, b == a+c - False, <lcm - False
k=8 : a=1320, b=186, c=546, length = 4104, b == a+c - False, <lcm - False
k=8 : a=1320, b=606, c=126, length = 4104, b == a+c - False, <lcm - False
k=8 : a=1386, b=186, c=480, length = 4104, b == a+c - False, <lcm - False
k=8 : a=1530, b=186, c=336, length = 4104, b == a+c - False, <lcm - False
k=8 : a=1656, b=186, c=210, length = 4104, b == a+c - False, <lcm - False
k=8 : a=1680, b=186, c=186, length = 4104, b == a+c - False, <lcm - False
k=8 : a=7, b=607, c=1440, length = 4108, b == a+c - False, <lcm - False
k=8 : a=7, b=1447, c=600, length = 4108, b == a+c - False, <lcm - False
k=8 : a=187, b=187, c=1680, length = 4108, b == a+c - False, <lcm - False
k=8 : a=187, b=1027, c=840, length = 4108, b == a+c - True, <lcm - False
k=8 : a=427, b=187, c=1440, length = 4108, b == a+c - False, <lcm - False
k=8 : a=427, b=1027, c=600, length = 4108, b == a+c - True, <lcm - False
k=8 : a=600, b=187, c=1267, length = 4108, b == a+c - False, <lcm - False
k=8 : a=600, b=607, c=847, length = 4108, b == a+c - False, <lcm - False
k=8 : a=600, b=1027, c=427, length = 4108, b == a+c - True, <lcm - False
k=8 : a=600, b=1447, c=7, length = 4108, b == a+c - False, <lcm - False
k=8 : a=607, b=607, c=840, length = 4108, b == a+c - False, <lcm - False
k=8 : a=840, b=187, c=1027, length = 4108, b == a+c - False, <lcm - False
k=8 : a=840, b=607, c=607, length = 4108, b == a+c - False, <lcm - False
k=8 : a=840, b=1027, c=187, length = 4108, b == a+c - True, <lcm - False
k=8 : a=847, b=607, c=600, length = 4108, b == a+c - False, <lcm - False
k=8 : a=1027, b=187, c=840, length = 4108, b == a+c - False, <lcm - False
k=8 : a=1267, b=187, c=600, length = 4108, b == a+c - False, <lcm - False
k=8 : a=1440, b=187, c=427, length = 4108, b == a+c - False, <lcm - False
k=8 : a=1440, b=607, c=7, length = 4108, b == a+c - False, <lcm - False
k=8 : a=1680, b=187, c=187, length = 4108, b == a+c - False, <lcm - False
k=8 : a=188, b=188, c=1680, length = 4112, b == a+c - False, <lcm - False
